ra,dec,z,zErr,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,class
7.3810483,6.880377,0.6043385,0.000156072,1.035728,0.9204309,3.845572,10.96314,17.53279,GALAXY
7.3271763,6.6850817,-8.92E-05,5.88E-05,-1.081106,1.440797,4.006397,10.13308,18.76283,STAR
7.2938165,6.8156195,0.5505332,0.000224232,1.762736,0.749727,2.647919,5.590609,8.256303,GALAXY
7.3780374,6.7303142,0.4286992,0.000132913,1.374671,1.338729,5.827246,10.871,16.40652,GALAXY
7.3777055,6.7870797,0.2126507,3.63E-05,2.958606,8.617302,30.96107,48.87519,66.97358,GALAXY
7.3668811,6.4946191,0.4843937,0.000146747,0.5465842,0.6093909,3.307218,7.292059,10.33391,GALAXY
7.3285112,6.2905201,0.1319414,1.82E-05,6.223594,20.89344,60.77486,95.27533,138.4528,GALAXY
7.3330078,6.2689908,0.6418988,0.000222323,0.114584,0.333234,1.784134,5.132858,7.482148,GALAXY
7.4940662,6.2192889,0.377688,6.56E-05,0.9768297,2.519445,13.30264,23.84851,34.89397,GALAXY
7.4772787,6.2568876,0.2564891,4.20E-05,0.1086722,7.089464,26.37196,42.65722,58.98996,GALAXY
7.3600947,5.9507482,0.7842544,4.24E-05,3.001193,1.748826,2.888919,5.215263,6.792006,GALAXY
7.3623625,6.2419254,0.3752199,6.79E-05,0.7445346,2.651232,13.20984,24.04328,35.89755,GALAXY
7.4875904,6.0807744,0.6089799,0.000139231,0.1900146,0.4194964,2.710232,8.564305,13.46989,GALAXY
7.3788896,5.7949733,0.2540633,3.41E-05,-0.0778395,5.857279,24.44024,40.99621,58.06681,GALAXY
7.4798579,6.124392,0.375846,8.32E-05,0.1386957,2.003033,9.137515,16.15798,24.2227,GALAXY
7.3433059,6.0278627,0.1647846,2.21E-05,5.155031,18.23711,51.53205,76.46425,103.3619,GALAXY
7.4302765,5.7259434,0.3652508,9.40E-05,-0.1698625,1.383776,7.356311,13.90337,22.07158,GALAXY
7.3591995,6.07211,0.1656704,2.32E-05,3.342924,17.0831,49.0148,75.02732,104.0637,GALAXY
7.4479981,6.0885367,0.5405273,0.000195057,-0.1739582,0.7634826,3.095813,7.161929,11.45124,GALAXY
7.4392685,6.1641771,0.2825155,5.27E-05,1.255847,3.437433,14.01495,24.15265,35.08563,GALAXY
7.4464245,5.8468548,0.3205875,5.90E-05,-0.3529664,2.883445,13.75005,24.05778,34.39414,GALAXY
7.3853524,5.7750971,0.326185,7.37E-05,1.578767,2.609349,11.75977,19.83421,28.04551,GALAXY
7.4597778,5.7020913,0.7159539,0.000200498,-0.05712819,0.498854,1.933071,5.869612,10.57463,GALAXY
7.3657223,5.8871448,2.356754,0.0016769,2.348713,1.427892,1.343385,1.592724,1.788507,QSO
7.4272314,5.6764168,2.45171,0.00020717,8.755372,11.85258,11.8849,11.82904,17.4173,QSO
7.5131435,5.8848093,0.4578233,8.73E-05,1.757004,1.967398,8.852388,17.38288,26.2738,GALAXY
7.4571585,6.5994069,0.7499298,0.000229091,0.5628526,0.9236354,1.966841,4.567707,8.256302,GALAXY
7.5008942,6.6366197,0.4288042,8.57E-05,-1.658027,1.643241,8.915838,17.55008,25.71152,GALAXY
7.4649555,7.0061658,0.6007681,0.000219999,0.4456418,0.7058477,3.000884,7.328377,11.08667,GALAXY
7.4769543,6.9266287,0.7630873,0.000332365,0.1579529,0.2421546,1.0166,3.68485,6.97722,GALAXY
7.5001665,7.0113567,0.4188882,7.88E-05,-0.5009301,2.196224,12.10513,23.63907,35.44746,GALAXY
7.4036844,6.8572824,0.6023874,0.000144538,-0.5178183,0.9648668,4.419405,10.88651,16.19939,GALAXY
7.3770054,6.5919091,2.067024,0.000374164,13.82458,16.27353,21.74514,24.31261,29.14156,QSO
7.4483757,6.828312,0.2177554,3.39E-05,1.468199,9.23127,34.15812,55.26443,74.93764,GALAXY
7.4600009,6.5051148,0.7491288,0.000208239,2.518354,0.6833439,1.94188,5.239075,10.60823,GALAXY
7.4962824,6.3351223,0.6863213,0.000382334,0.3140827,0.3668695,1.476094,4.30347,7.421997,GALAXY
7.4370131,6.755857,0.1101957,1.76E-05,5.076867,27.03155,74.58625,111.5479,155.9423,GALAXY
7.5035791,6.1242894,4.84E-06,6.83E-06,3.914912,53.69983,188.7221,293.3297,375.4805,STAR
7.4970674,6.2566413,0.2567548,4.17E-05,-0.6717435,4.847319,20.58033,34.92914,51.02385,GALAXY
8.3694353,2.8208148,0.4703976,8.44E-05,0.5611849,0.7893214,4.539721,9.787379,14.8327,GALAXY
8.2856191,2.853654,0.4250154,6.60E-05,1.06453,1.287979,6.766975,13.05297,19.58034,GALAXY
8.3957596,3.1447901,-0.000119115,0.000223188,2.66508,2.052889,1.788501,1.493693,1.405544,STAR
8.3899102,3.1063053,0.6455812,0.000106647,0.1938669,0.32737,2.345682,7.670436,12.33055,GALAXY
8.2550287,2.9897189,0.4692017,0.000105601,0.07672291,0.7587344,3.527872,7.205781,10.69339,GALAXY
8.3733665,2.9543248,0.2885897,4.23E-05,0.6190289,2.507404,11.38375,20.91304,32.13408,GALAXY
8.4626308,3.7862638,0.570507,0.000151961,0.5804365,0.5580686,2.212697,5.92565,9.689734,GALAXY
8.3521853,3.2123837,0.3856378,7.64E-05,0.129853,1.693115,9.085657,18.00891,27.87446,GALAXY
8.4022808,3.1865247,0.472659,7.47E-05,0.1640033,1.038147,5.444502,11.65763,18.25683,GALAXY
8.3400052,3.1951543,0.4724883,8.98E-05,0.02461606,1.004443,5.697134,12.99164,20.97776,GALAXY
8.401458,3.6986502,0.417223,8.58E-05,-0.1643833,1.243603,5.916945,10.81556,15.79078,GALAXY
8.4459073,3.6402031,0.4854579,7.37E-05,0.007239943,1.062089,5.582939,12.72017,19.91276,GALAXY
8.4549215,3.5241052,0.2660253,2.94E-05,1.366748,4.156105,16.81472,28.46094,40.74263,GALAXY
8.394774,3.5558536,2.575363,0.000386764,0.2007939,1.6145,1.477976,1.12183,0.7899612,QSO
8.2570734,3.7226783,0.5417929,0.000144342,0.2536722,0.5449558,2.331948,5.84906,9.088603,GALAXY
8.2923748,3.7941012,0.2057454,2.04E-05,2.17705,7.372719,26.16937,43.15044,61.10703,GALAXY
8.288743,3.7748738,0.4867104,0.000354079,0.05989828,0.5034488,2.210644,3.994168,4.582776,GALAXY
8.2409366,4.3736366,-6.00E-05,1.00E-05,41.20399,67.83617,87.9725,95.82138,98.55695,STAR
8.2441352,4.1206316,0.5188881,0.000122474,0.3644335,0.6886343,3.091438,7.561764,12.42806,GALAXY
8.3035635,4.3520452,0.4607364,9.80E-05,0.2793725,0.8465345,4.093085,9.551068,17.22408,GALAXY
8.2718881,4.9829481,0.3644919,4.88E-05,0.2481246,2.525654,14.03998,25.03047,36.22066,GALAXY
8.3049459,4.5831444,0.6330444,0.000151794,0.06704363,0.355316,1.889993,6.23404,10.22445,GALAXY
8.250621,4.8887541,0.2619912,2.87E-05,0.8326147,5.633642,25.22158,42.44216,59.44554,GALAXY
8.3941195,5.0832413,0.4985584,0.00010813,0.2308116,0.857948,4.158005,9.229203,14.15271,GALAXY
8.2880019,4.8104848,0.6342365,0.000179946,0.4203556,0.4222481,1.752623,5.193163,8.174644,GALAXY
8.3469884,4.2634002,0.5246922,0.000121628,0.419903,0.5496282,2.884221,7.247584,11.06372,GALAXY
8.387877,4.2753507,0.5194274,0.000113021,0.08897065,0.7326385,3.147121,7.324832,11.23324,GALAXY
8.3742743,4.2585741,0.5240092,0.000122545,-0.1610469,0.6232399,2.911834,7.375678,12.77211,GALAXY
8.3525804,4.1429248,0.3615084,4.51E-05,0.3880364,2.312622,11.98365,21.31896,31.83569,GALAXY
8.2956765,4.1311642,0.4140216,0.000141892,0.3431735,0.6646604,3.037489,5.725049,8.709917,GALAXY
8.3510615,4.1047524,0.4603907,4.40E-05,-0.1341077,0.7762108,2.704128,4.708228,7.561492,GALAXY
8.4319526,4.2080272,0.6790558,3.67E-05,-0.05852492,0.2985443,1.369887,4.358259,8.464761,GALAXY
8.4312987,4.1347852,0.3599297,5.89E-05,0.4475285,1.806731,8.982056,15.82609,23.41157,GALAXY
8.408281,4.0668939,1.185125,0.00040111,6.697419,7.723239,10.56197,11.0448,12.08404,QSO
8.3456583,3.9918948,0.3549123,5.19E-05,0.1389901,2.421787,11.17904,19.96894,30.62828,GALAXY
8.3444459,3.8398806,0.5342453,8.20E-05,-0.08384389,0.8388742,4.283843,11.36565,18.96118,GALAXY
8.4485717,3.963302,0.2780603,4.05E-05,-0.406047,2.637995,11.02684,18.78384,27.2073,GALAXY
8.2749475,3.8072909,0.4799949,0.000114072,-0.4876467,0.590858,3.073499,6.973762,11.15767,GALAXY
8.3977243,3.9036794,0.1500752,1.75E-05,3.527759,13.36527,39.48794,64.79625,95.19867,GALAXY
8.4073363,3.9934954,0.5305089,0.000157943,0.1514603,0.575607,2.678934,6.575943,10.75814,GALAXY
8.4430279,3.9246485,3.146708,0.000378595,0.5240553,2.622539,3.350997,2.68287,3.003436,QSO
8.3682909,3.8389072,0.6205344,0.00013779,0.514789,0.4325587,1.844851,5.200108,9.042459,GALAXY
8.4237785,4.7986129,0.6042978,0.000173164,0.4059395,0.3081179,1.452961,4.167394,6.632781,GALAXY
8.2882435,4.4514227,3.99E-05,9.34E-06,30.62014,58.4254,79.17935,87.47531,89.9806,STAR
8.3714041,4.7061081,0.6562079,9.27E-05,-0.07171801,0.7030966,2.755874,7.954154,12.85076,GALAXY
8.4299038,4.904914,0.2679134,2.94E-05,1.510924,6.079944,25.90273,42.75163,59.40401,GALAXY
8.4181709,4.4922489,0.6331059,0.000104287,0.1988178,0.4479643,2.411907,7.537732,12.48693,GALAXY
8.4251676,4.3847871,0.6189293,0.000128205,-0.5029382,0.4954569,2.56085,7.901581,12.67881,GALAXY
8.3399732,4.4397354,0.3661588,4.73E-05,0.04769981,2.712868,13.10539,23.59555,35.34057,GALAXY
8.3907334,4.8596617,0.6251802,0.000149575,0.3520699,0.5676965,2.188721,6.091267,9.691067,GALAXY
8.4082568,4.8772366,0.4180759,7.18E-05,0.8172284,2.125317,9.83549,17.61951,25.45091,GALAXY
8.3680617,4.8122779,0.6178157,0.000164936,0.06229625,0.3294065,1.86729,5.422963,8.706462,GALAXY
8.3802034,4.4805965,2.187395,0.000202805,5.52412,5.619364,5.379533,5.642093,6.803962,QSO
8.458145,4.8907013,0.2604795,2.95E-05,1.254342,4.836248,20.57096,35.36555,50.34731,GALAXY
8.409413,4.459514,0.5883657,0.000165189,0.3163666,0.4798303,2.105774,5.814552,9.347794,GALAXY
8.352873,4.6209289,0.1993439,3.55E-05,1.183806,1.599238,3.445947,8.553962,8.236068,QSO
8.4570437,4.3249728,0.5223676,0.000151195,-0.1595957,0.6331319,2.556421,5.590446,9.01334,GALAXY
8.4708955,4.1836238,0.3407765,6.48E-05,0.4416134,1.079845,6.588791,13.34089,21.71186,GALAXY
8.4699324,4.5241588,0.5901659,0.000150905,0.05270989,0.5222896,2.792989,8.040505,12.99732,GALAXY
8.4577949,4.8435418,0.5757557,0.000239671,0.5897259,0.2327831,1.583764,4.76477,7.929319,GALAXY
8.4565331,4.6990597,0.4023206,6.82E-05,0.3545156,1.23261,5.984743,11.42044,17.66078,GALAXY
8.4708495,4.7089486,0.6011177,0.000200742,-0.3558019,0.5158268,2.662875,7.079247,11.09789,GALAXY
8.3577838,5.0273085,0.5761915,0.000149404,0.5425915,0.528096,3.085786,9.232182,15.42365,GALAXY
8.4737236,5.3904506,0.6146025,0.000246709,0.05108019,0.2877362,1.58107,5.064434,8.201223,GALAXY
8.4467891,5.413507,0.3311065,5.19E-05,0.8549459,3.151173,17.02124,31.02981,46.69849,GALAXY
8.4319304,5.5344984,0.3312554,6.21E-05,0.3575647,1.869916,10.72524,19.71632,28.84697,GALAXY
8.4123905,4.4597044,0.5266002,0.000170667,-0.05704224,0.5931779,3.127127,7.764837,12.68678,GALAXY
8.373183,4.2740419,0.5187573,0.000150782,-0.4064857,0.722268,3.727283,9.190315,14.58376,GALAXY
8.3660003,4.4453868,0.166681,3.90E-05,2.278018,5.054383,18.03905,32.69495,51.91851,GALAXY
8.4261546,4.2607254,0.5932429,0.000236318,0.2081383,0.6630562,3.10009,8.976661,15.24254,GALAXY
8.4012475,4.7079585,0.5259446,0.000145374,-0.4970591,0.595548,3.262765,8.802351,14.21289,GALAXY
8.3817656,4.6546653,2.320396,0.001133263,-0.04950257,0.4447883,0.4176571,0.4590607,0.3267227,QSO
8.3702041,4.5447758,0.6327181,0.000247132,0.09973043,0.3200069,1.932855,6.434656,11.22499,GALAXY
8.445007,4.671231,0.6177917,0.000131205,-0.60931,0.7983412,3.922775,11.5208,19.58696,GALAXY
8.3720165,4.7639486,0.5279888,0.000111797,1.001009,0.7296712,3.936881,8.760736,13.67989,GALAXY
8.4286577,4.8891738,0.3343065,7.75E-05,0.8320309,1.925458,9.04978,16.30835,23.66418,GALAXY
8.4231169,4.7307576,0.6351745,0.000185493,-0.06212742,0.8369752,2.368284,5.390396,8.692841,GALAXY
8.4042791,4.943051,-0.000676788,8.18E-05,1.616982,3.494872,5.011019,5.719805,6.080291,STAR
8.2459829,5.01842,0.000120956,6.03E-05,0.9210452,1.333139,3.583705,8.632467,15.18304,STAR
8.3425622,5.0783441,0.6491162,2.97E-05,0.8146461,0.6294746,2.222019,5.75648,9.545963,GALAXY
8.2897205,5.2033467,0.6150206,0.000155344,-0.2460494,0.4775947,2.6048,7.386555,12.43866,GALAXY
7.8088268,2.592984,0.4763464,0.000100633,0.2581185,1.461073,6.158455,13.15084,20.45963,GALAXY
7.8651509,2.4361549,0.07852554,6.46E-06,15.19125,43.20669,99.33663,172.174,237.8519,GALAXY
7.798749,2.5770704,0.6738583,0.000207999,0.7585661,0.7250658,2.510687,7.115216,11.73086,GALAXY
7.7816879,2.5830288,0.3856573,8.31E-05,0.6172279,1.599178,9.112877,17.3739,27.38209,GALAXY
7.775433,2.3133064,0.4930672,0.000120345,0.2939874,0.8129312,4.565071,11.12081,18.34643,GALAXY
7.8532099,2.3732721,0.6453955,0.000257861,0.449377,0.2862087,1.628268,5.127852,8.861532,GALAXY
7.7895872,2.4760178,0.3856498,0.000105043,0.5084342,0.695223,4.097866,8.292675,14.16836,GALAXY
7.799235,2.5008058,0.4849288,0.000182949,-0.01457028,0.5157527,3.074318,6.893743,11.61866,GALAXY
7.8453373,2.2389072,0.4874907,0.000198556,0.586481,0.6479485,3.146765,7.496716,13.18305,GALAXY
7.8012447,2.3437526,0.3856712,7.60E-05,0.4867404,1.408789,7.642685,14.58238,23.00125,GALAXY
7.8509653,2.2556213,0.486978,0.00012763,0.4048063,0.9703659,4.358485,10.05407,16.36579,GALAXY
7.8173195,2.3316931,0.3347961,5.64E-05,0.8807451,3.551819,17.35446,31.14584,46.89312,GALAXY
7.8406331,2.1855845,0.3880464,7.64E-05,-0.3824988,1.810857,9.406421,17.50779,27.07782,GALAXY
7.794913,3.2998317,0.3840668,6.19E-05,-0.4680125,2.867173,14.52871,25.61586,37.90031,GALAXY
7.766648,3.4337038,0.503382,0.000159923,0.4489272,1.389239,5.956113,12.80369,19.53247,GALAXY
7.9006922,3.2793191,0.1528854,1.85E-05,6.697042,29.74632,91.08488,142.7799,201.6233,GALAXY
7.8634765,3.2358073,0.5060127,0.000217338,2.524425,1.320054,4.567384,9.673884,15.85036,GALAXY
7.7799156,2.7969695,0.3268926,7.43E-05,1.199834,1.893545,9.504416,17.14964,26.27637,GALAXY
7.821657,2.7779347,0.3253495,5.83E-05,0.9593213,2.434673,12.04445,21.15839,30.97517,GALAXY
7.9235192,3.3157998,0.4726413,0.000182761,1.664837,0.8227541,4.20732,8.588451,13.5899,GALAXY
7.8321425,2.933578,0.3249664,8.52E-05,1.218612,1.235751,6.40343,12.36658,19.9318,GALAXY
7.811413,2.8576826,0.6291334,0.000204504,0.7479298,0.4365461,2.594868,8.026731,13.71093,GALAXY
7.9486648,2.879001,0.4581397,0.000152442,1.255386,1.33086,5.720803,12.07657,19.06635,GALAXY
7.8981715,3.1290681,-5.32E-05,1.45E-05,24.66086,42.48705,58.11793,64.69001,66.06314,STAR
7.8586495,2.6789239,0.557411,0.000147637,1.306916,1.024234,3.907125,9.8537,16.06164,GALAXY
7.7952867,2.9279845,0.3839068,8.18E-05,0.6866521,1.358996,6.893008,12.72656,19.83558,GALAXY
7.8749771,2.9661758,0.4260297,0.000105208,0.5926915,1.292323,7.274262,14.53451,23.26409,GALAXY
7.8361731,2.6448279,0.7094699,0.000264873,-0.2902545,0.2706213,1.663646,6.032743,11.33436,GALAXY
7.9597464,2.6227402,0.3850519,5.21E-05,1.744393,2.114994,10.68555,20.73485,32.55468,GALAXY
7.9195631,2.4016759,0.07771993,1.48E-05,9.000721,31.44844,77.63492,118.4974,166.4669,GALAXY
7.8610527,2.2998279,0.4838184,0.000164348,0.7075321,1.318623,4.375638,10.00091,18.29772,GALAXY
7.9018407,2.572434,0.08045141,1.30E-05,9.532538,38.80985,93.08129,138.4353,190.9921,GALAXY
7.8687354,2.4631097,0.4899466,9.65E-05,0.845885,1.965815,7.7011,17.61931,28.90156,GALAXY
7.8885695,2.4692991,0.07672809,1.38E-05,8.712163,31.73074,80.7995,124.0636,174.4675,GALAXY
7.9780485,2.5976252,0.0001743,6.67E-05,1.368445,1.950295,6.455937,12.70172,20.57705,STAR
7.9282699,2.3800873,2.495467,0.000597937,0.7676805,1.536728,2.018967,2.360406,4.09587,QSO
7.9459392,2.4295251,0.6464921,0.000196375,0.6803975,0.3842035,2.273901,7.164266,13.35133,GALAXY
7.9622553,2.5746546,0.4037873,6.55E-05,0.6661345,2.158647,12.14338,23.6253,36.47139,GALAXY
7.8967956,2.3994103,0.631549,6.05E-05,1.149124,1.632058,3.738826,6.954718,10.59596,GALAXY
7.9402804,2.3210849,0.482359,0.000112301,0.8147131,0.914393,5.151804,11.34384,18.88635,GALAXY
7.9570108,2.3804964,-0.000673644,5.82E-05,3.0082,5.06771,8.56459,10.83651,13.2021,STAR
7.9648966,2.3180906,0.6452956,0.000295472,0.2913867,0.6784249,2.011519,4.971146,8.423876,GALAXY
7.9634201,2.2398127,0.3756764,6.19E-05,0.3879388,2.85269,14.06002,26.20708,40.16215,GALAXY
7.959272,2.2590117,0.3991676,7.54E-05,0.506556,1.924142,10.44589,20.10316,31.30476,GALAXY
7.9405298,2.2057487,0.1027761,1.62E-05,6.174978,22.36107,59.88342,93.71121,136.0304,GALAXY
7.9113883,2.1360915,0.4926749,7.38E-05,-0.0197411,1.444452,4.701176,9.975046,15.13918,QSO
7.9602622,2.1977083,0.4935717,3.08E-05,4.886931,7.904656,11.19571,17.29678,21.5885,QSO
7.9986573,3.5196055,0.4813941,0.000190418,-0.008969262,0.6445644,3.91873,8.54722,13.73662,GALAXY
7.9811312,3.3707459,0.4656377,0.000219802,-0.5267569,0.7717347,3.814487,7.992887,12.42665,GALAXY
7.9936353,3.011927,0.3419699,6.20E-05,0.2216835,2.192748,11.76911,20.71871,29.64931,GALAXY
7.9862896,2.789077,0.4260566,7.52E-05,0.1828682,1.991512,11.86131,24.3446,37.89281,GALAXY
7.971996,2.6609095,2.306606,0.000271863,4.36005,8.764114,8.382017,9.408742,12.45002,QSO
7.9772347,2.6937323,0.3851784,6.39E-05,1.714462,1.67383,8.606959,16.15549,25.098,GALAXY
7.9845562,2.4077654,0.5862523,0.000185657,0.1320176,0.7386411,3.391626,8.397862,13.25906,GALAXY
7.9748813,2.3402519,0.6994115,6.43E-05,0.2748427,0.8671205,2.05685,3.693763,4.793262,GALAXY
7.9467734,3.4583298,0.6755312,0.000143385,0.1155389,0.5870445,1.533056,4.32142,6.822277,GALAXY
7.9220698,3.3779012,2.57154,0.000345792,8.903481,14.13758,13.04882,12.01569,14.6114,QSO
7.9794266,3.229553,0.7537487,0.000128455,0.2256539,0.275568,1.724096,5.575133,9.730468,GALAXY
7.8417691,3.5677788,0.4913799,9.81E-05,0.3601401,1.003208,5.096281,10.80702,16.36191,GALAXY
7.9733075,3.5335765,0.4703726,0.000105604,-0.417418,0.6505162,3.643443,7.959964,12.0326,GALAXY
7.942695,3.6346231,0.6077704,0.000124934,0.2444739,0.574177,2.38028,5.718782,9.510225,GALAXY
7.8060764,3.682593,0.3317534,4.44E-05,-0.06618841,2.855934,14.3656,24.48321,33.43032,GALAXY
7.7796209,3.5393059,2.403821,0.000297319,2.126158,3.822628,3.320776,3.365888,3.262518,QSO
7.7726874,3.5131109,0.6538987,0.000133395,-0.03306443,0.6472605,3.057842,8.920288,14.64954,GALAXY
7.7896983,3.7100932,2.196545,0.000429197,1.981768,2.71689,2.222657,1.625438,1.173421,QSO
7.7981025,3.658726,0.4701578,0.000102934,-0.08789921,0.8542342,4.553676,9.797371,15.11615,GALAXY
7.9908385,3.7620337,0.3860345,7.25E-05,0.4908966,1.73225,8.195882,14.1236,20.14055,GALAXY
7.7657319,3.6998309,0.2848358,7.95E-05,0.9632385,1.317016,4.58286,8.084897,11.83769,GALAXY
7.9431791,3.7303689,2.552417,0.000360804,9.899286,12.43317,13.66393,13.61331,14.7847,QSO
7.7754399,4.3442141,0.5416293,0.000102459,0.9120589,0.6677903,3.326015,8.480886,13.49049,GALAXY
7.8950434,4.4497515,0.5998492,0.000148845,0.6970837,0.6530494,2.931708,7.737617,12.08966,GALAXY
7.9436503,4.374226,2.766536,0.000445172,6.84509,8.627411,8.842938,7.859468,8.552944,QSO
7.9575835,3.904231,0.5307254,6.71E-05,-0.292181,1.459588,6.320724,15.49237,24.27452,GALAXY
7.8066245,4.2217358,0.376185,7.01E-05,0.6116742,1.623731,8.399727,14.77323,21.5048,GALAXY
7.9277774,4.0153349,0.4088432,6.52E-05,0.424479,1.392617,7.480206,14.49034,22.50285,GALAXY
7.9472989,3.9669935,-0.000302527,1.68E-05,16.19238,27.97316,36.06147,38.80498,39.37304,STAR
7.9356953,3.9872004,0.613221,0.000202854,0.6895258,0.3603426,1.590023,4.302705,6.527709,GALAXY
7.9500128,4.112993,0.8401365,0.00018077,3.077361,4.000218,3.913347,4.108753,7.010807,QSO
7.8415579,3.9467192,0.6228621,0.000106621,0.2896437,0.6117287,3.107278,8.853194,14.38453,GALAXY
7.7732962,4.0308474,0.568672,9.73E-05,0.4379307,0.9800336,3.722153,8.563534,12.81152,GALAXY
7.8540061,3.8013451,0.04203543,7.95E-06,6.212445,11.19303,14.42759,18.21609,21.20574,GALAXY
8.6648308,3.3524792,0.4576048,6.49E-05,0.01231622,1.011675,5.031838,10.37587,15.6924,GALAXY
8.6552924,3.4068337,-0.000143284,5.99E-05,1.546546,2.53157,4.061938,4.696376,5.178774,STAR
8.6740427,3.3747901,0.496042,8.78E-05,0.2906572,0.532876,3.224052,8.110538,12.62004,GALAXY
8.6987398,3.7490459,0.491943,9.52E-05,-0.120789,0.4348566,2.445399,6.010805,9.291649,GALAXY
8.6452489,3.7158892,0.5313491,0.000115545,0.2034042,0.6942023,3.032805,7.429108,12.41892,GALAXY
8.6703706,3.6927116,0.4969543,0.000110531,-0.250014,0.593012,3.336852,8.024693,12.73607,GALAXY
8.6585181,3.6226694,0.2600838,3.25E-05,0.5058574,3.161476,14.0223,25.70807,39.49744,GALAXY
8.6288611,3.5188769,0.4995524,0.000102354,-0.1444495,0.9284075,4.86127,11.81853,19.35635,GALAXY
8.6419099,3.6502401,0.5451459,8.72E-05,-0.003921124,0.8137546,4.322831,11.16187,17.65625,GALAXY
8.6916063,3.5335398,0.06851055,7.64E-06,13.06595,49.59679,118.3162,173.7556,237.8131,GALAXY
8.698517,3.7013035,0.4928159,0.000116119,0.5488409,1.562733,5.12425,10.0449,15.5079,GALAXY
8.543834,3.5089106,0.4774142,6.14E-05,0.2730063,1.359717,7.281794,16.40886,25.65806,GALAXY
8.6147037,3.4261766,0.3501253,6.65E-05,0.2523332,1.277488,6.973024,13.3155,21.02448,GALAXY
8.5339524,3.3301392,0.4724134,8.44E-05,0.9005095,1.101627,5.270534,11.59915,18.40324,GALAXY
8.5802146,3.3381018,2.497739,0.000444808,2.126708,3.53139,4.417052,5.071651,7.303748,QSO
8.5220204,3.2609913,0.5466514,0.000123466,0.2297354,0.5909813,2.77802,7.314278,12.43089,GALAXY
8.552731,3.3887254,0.5062973,5.47E-05,7.88211,19.48157,35.77844,53.00978,67.02149,QSO
8.5381502,3.2807856,0.5430913,0.000108899,0.3315735,0.8800617,3.875579,9.580391,15.29328,GALAXY
8.5878409,3.4808854,0.000205601,0.000211241,2.175167,1.828599,1.533758,1.376682,1.259275,STAR
8.5387732,3.4424731,0.4800744,9.87E-05,-0.01458039,0.8527582,4.049311,9.402713,15.27698,GALAXY
8.5480909,3.576639,0.468778,9.09E-05,0.17788,0.8836407,4.654784,10.53655,17.22569,GALAXY
8.6104009,3.6248482,-0.000509919,1.17E-05,18.94641,30.78993,40.40436,44.31278,45.43943,STAR
8.4914705,3.697713,0.6285657,0.000116427,0.3341379,0.5282955,2.476751,7.028607,10.70623,GALAXY
8.4836881,3.4949749,0.4970306,2.71E-05,0.1400138,0.9035242,3.192416,6.92072,9.366318,GALAXY
8.5687213,3.5616042,0.5478889,0.000111814,0.2253911,0.4825436,2.391093,6.472499,9.748887,GALAXY
8.5096631,3.4893911,0.4822267,0.000107181,0.09649034,0.5640786,3.040388,7.287984,11.86834,GALAXY
8.5236889,3.6865907,0.471016,7.55E-05,0.4441634,1.18075,5.375858,11.60279,17.19658,GALAXY
8.4899566,3.5573105,0.5700731,0.000114828,0.3876685,0.5836795,3.108618,7.998756,12.87157,GALAXY
8.4931824,3.5762896,0.5716254,7.37E-05,0.6950366,1.353233,4.044739,7.604968,11.27804,GALAXY
8.5389448,5.2041452,0.496632,9.07E-05,0.4773588,1.434894,4.636067,8.490895,13.15317,GALAXY
8.4951271,5.150678,-0.0003435,7.28E-05,1.097223,3.925838,4.868055,4.888454,4.463109,STAR
8.5246868,4.3916971,0.6300259,0.000213278,-0.2322546,0.4170371,1.518834,4.027121,6.619491,GALAXY
8.4980355,4.9181347,0.5302885,0.000154639,0.3882142,0.6181979,2.659162,6.309638,10.0715,GALAXY
8.5310313,4.2279565,0.6831179,0.000106413,0.8242149,1.272665,2.956347,6.672318,10.11858,GALAXY
8.5274383,4.090319,0.2776681,4.98E-05,1.31238,4.204879,18.2835,31.63828,46.29496,GALAXY
8.550483,4.178578,0.1531949,8.73E-06,3.544801,13.23387,42.16228,74.04892,106.3411,GALAXY
8.582067,4.2263436,0.5219411,0.000153978,0.09807839,0.5436765,2.802275,7.319708,12.1564,GALAXY
8.6047728,4.2630007,0.2788467,2.83E-05,0.3267235,0.8938545,2.046924,3.058118,4.253177,GALAXY
8.6192664,4.0674699,2.231615,0.000318484,5.949673,8.635824,9.73271,9.98654,13.68844,QSO
8.6555882,3.9502002,0.565524,9.56E-05,0.3178634,1.146089,4.665462,11.37829,18.30421,GALAXY
8.6042064,3.9360826,0.4607628,3.30E-05,13.54533,19.47075,25.23693,34.85219,47.57209,QSO
8.6018721,4.0439648,0.668896,0.000131127,-0.6000573,0.3654913,1.845325,6.039527,10.53739,GALAXY
8.6837912,3.9025494,0.476771,0.000109069,0.3217345,0.9837474,4.130432,8.311188,13.25471,GALAXY
8.5003736,3.9821877,0.2406119,3.15E-05,1.131794,4.37447,17.41703,29.24199,42.19141,GALAXY
8.680912,3.760659,0.514639,0.000123156,-0.3852727,0.6758992,3.072097,7.17532,12.12195,GALAXY
8.4805699,3.7994145,1.105006,0.000229952,4.721113,5.749642,8.898752,8.996587,11.23366,QSO
8.6968401,3.7982734,0.4924076,0.000128826,-0.6171326,0.8471912,3.593424,7.719835,12.87726,GALAXY
